"","Group","Citation","Count","Tool_Type","Material_Type","Usage","Temperature","LAT","LONG"
"1134","Iroquois","8",0,NA,NA,NA,-10.60000038,-131.0555467,60.00463245
"1135","Iroquois","Fenton,_William_N._1953._The_Iroquois_Eagle_Dance_an_Offshoot_of_the_Calument_Dance._InBulletin,_vi,_324_,_plates._Washington,_D.C.:_Smithsonian_Institution._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nm09_029.",1,"awl","bone","Ceremony or Ritual",-10.60000038,-131.0555467,60.00463245
"1136","Iroquois","11",0,NA,NA,NA,-10.60000038,-131.0555467,60.00463245
"1137","Iroquois","12",0,NA,NA,NA,-10.60000038,-131.0555467,60.00463245
"1138","Iroquois","9",0,NA,NA,NA,-10.60000038,-131.0555467,60.00463245
"1139","Iroquois","10",0,NA,NA,NA,-10.60000038,-131.0555467,60.00463245
"1140","Iroquois","15",0,NA,NA,NA,-10.60000038,-131.0555467,60.00463245
"1141","Iroquois","16",0,NA,NA,NA,-10.60000038,-131.0555467,60.00463245
"1142","Iroquois","17",0,NA,NA,NA,-10.60000038,-131.0555467,60.00463245
"1143","Iroquois","18",0,NA,NA,NA,-10.60000038,-131.0555467,60.00463245
"1144","Iroquois","19",0,NA,NA,NA,-10.60000038,-131.0555467,60.00463245
"1145","Iroquois","Fenton,_William_N._1953._The_Iroquois_Eagle_Dance_an_Offshoot_of_the_Calument_Dance._InBulletin,_vi,_324_,_plates._Washington,_D.C.:_Smithsonian_Institution._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nm09_029.",1,"awl","bone","Dance",-10.60000038,-131.0555467,60.00463245
"1146","Iroquois","Murdock,_George_Peter._1934._The_Iroquois_of_Northern_New_York._InOur_Primitive_Contemporaries,_291_323._New_York:_The_MacMillan_Company._https://ehrafworldcultures.yale.edu/document?id=nm09_004.",1,"awl","horn","Toolkit",-10.60000038,-131.0555467,60.00463245
"1147","Iroquois","Morgan,_Lewis_Henry,_and_Herbert_M._Lloyd._1901.League_of_the_Ho_De_No_Sau_Nee_or_Iroquois._Vol._II._New_York:_Dodd,_Mead_and_Company._https://ehrafworldcultures.yale.edu/document?id=nm09_002.",1,"needle","bone","Burden Strap",-10.60000038,-131.0555467,60.00463245
"1148","Iroquois","Fenton,_William_N._1953._The_Iroquois_Eagle_Dance_an_Offshoot_of_the_Calument_Dance._InBulletin,_vi,_324_,_plates._Washington,_D.C.:_Smithsonian_Institution._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nm09_029.",1,"awl","unknown","Name",-10.60000038,-131.0555467,60.00463245
"1149","Iroquois","Lyford,_Carrie_A._1945._Iroquois_Crafts._InPublications,_97._Lawrence,_Kan.:_Haskell_Institute._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nm09_011.",1,"awl","antler","Toolkit",-10.60000038,-131.0555467,60.00463245
"1150","Iroquois","Parker,_Arthur_C._1913._The_Code_of_Handsome_Lake,_the_Seneca_Prophet._InBulletin,_148,_plates._Albany,_N.Y.:_University_of_the_State_of_New_York._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nm09_026.",1,"awl","unknown","Name",-10.60000038,-131.0555467,60.00463245
"1151","Iroquois","13",0,NA,NA,NA,-10.60000038,-131.0555467,60.00463245
"1152","Iroquois","14",0,NA,NA,NA,-10.60000038,-131.0555467,60.00463245
"1153","Iroquois","Fenton,_William_N._1941._Iroquois_Suicide:_A_Study_in_the_Stability_of_a_Culture_Pattern._InBulletin_123,_80_137_,_plates._Washington,_D.C.:_Smithsonian_Institution._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nm09_015.",1,"awl","unknown","Suicide",-10.60000038,-131.0555467,60.00463245
"1154","Iroquois","Lyford,_Carrie_A._1945._Iroquois_Crafts._InPublications,_97._Lawrence,_Kan.:_Haskell_Institute._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nm09_011.",1,"awl","antler","Toolkit",-10.60000038,-131.0555467,60.00463245
"1155","Iroquois","Lyford,_Carrie_A._1945._Iroquois_Crafts._InPublications,_97._Lawrence,_Kan.:_Haskell_Institute._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nm09_011.",1,"awl","metal","Quillwork ",-10.60000038,-131.0555467,60.00463245
"1156","Iroquois","Morgan,_Lewis_Henry,_and_Herbert_M._Lloyd._1901.League_of_the_Ho_De_No_Sau_Nee_or_Iroquois._Vol._II._New_York:_Dodd,_Mead_and_Company._https://ehrafworldcultures.yale.edu/document?id=nm09_002.",1,"needle","bone","Shoes",-10.60000038,-131.0555467,60.00463245
"1157","Iroquois","Hauptman,_Laurence_M._1986._The_Iroquois_Struggle_for_Survival:_World_War_II_to_Red_Power._InAn_Iroquois_Book,_xiii,_328._Syracuse,_N.Y.:_Syracuse_University_Press._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nm09_057.",1,"awl","metal","Wampum belt",-10.60000038,-131.0555467,60.00463245
"1158","Iroquois","Lyford,_Carrie_A._1945._Iroquois_Crafts._InPublications,_97._Lawrence,_Kan.:_Haskell_Institute._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nm09_011.",1,"awl","unknown","Beadwork",-10.60000038,-131.0555467,60.00463245
"1159","Iroquois","Houghton,_Frederick._1916._The_Characteristics_of_Iroquoian_Village_Sites_of_Western_New_York.American_AnthropologistVol._18:_507_20._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nm09_028.",1,"awl","bone","Toolkit",-10.60000038,-131.0555467,60.00463245
"1160","Iroquois","Tooker,_Elisabeth._1970.The_Iroquois_Ceremonial_of_Midwinter._Syracuse,_N.Y.:_Syracuse_University_Press._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nm09_055.",1,"awl","unknown","Shoes",-10.60000038,-131.0555467,60.00463245
"1161","Iroquois","Morgan,_Lewis_Henry,_and_Herbert_M._Lloyd._1901.League_of_the_Ho_De_No_Sau_Nee_or_Iroquois._Vol._II._New_York:_Dodd,_Mead_and_Company._https://ehrafworldcultures.yale.edu/document?id=nm09_002.",1,"needle","bone","Burial",-10.60000038,-131.0555467,60.00463245
"1162","Iroquois","Lyford,_Carrie_A._1945._Iroquois_Crafts._InPublications,_97._Lawrence,_Kan.:_Haskell_Institute._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nm09_011.",1,"awl","thorns","Quillwork ",-10.60000038,-131.0555467,60.00463245
"1163","Iroquois","Murdock,_George_Peter._1934._The_Iroquois_of_Northern_New_York._InOur_Primitive_Contemporaries,_291_323._New_York:_The_MacMillan_Company._https://ehrafworldcultures.yale.edu/document?id=nm09_004.",1,"needle","bone","Toolkit",-10.60000038,-131.0555467,60.00463245
"1164","Iroquois","Murdock,_George_Peter._1934._The_Iroquois_of_Northern_New_York._InOur_Primitive_Contemporaries,_291_323._New_York:_The_MacMillan_Company._https://ehrafworldcultures.yale.edu/document?id=nm09_004.",1,"awl","bone","Toolkit",-10.60000038,-131.0555467,60.00463245
"1165","Iroquois","Wallace,_Anthony_F._C.,_and_Sheila_K._Steen._1969.The_Death_and_Rebirth_of_the_Seneca._New_York:_Vintage_Books,_a_division_of_Random_House._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nm09_041.",1,"awl","bone","Trading",-10.60000038,-131.0555467,60.00463245
"1166","Iroquois","1",0,NA,NA,NA,-10.60000038,-131.0555467,60.00463245
"1167","Iroquois","2",0,NA,NA,NA,-10.60000038,-131.0555467,60.00463245
"1168","Iroquois","3",0,NA,NA,NA,-10.60000038,-131.0555467,60.00463245
"1169","Iroquois","4",0,NA,NA,NA,-10.60000038,-131.0555467,60.00463245
"1170","Iroquois","5",0,NA,NA,NA,-10.60000038,-131.0555467,60.00463245
"1171","Iroquois","6",0,NA,NA,NA,-10.60000038,-131.0555467,60.00463245
"1172","Iroquois","7",0,NA,NA,NA,-10.60000038,-131.0555467,60.00463245
"1173","Iroquois","48",0,NA,NA,NA,-10.60000038,-131.0555467,60.00463245
"1174","Iroquois","49",0,NA,NA,NA,-10.60000038,-131.0555467,60.00463245
"1175","Iroquois","50",0,NA,NA,NA,-10.60000038,-131.0555467,60.00463245
"1176","Iroquois","51",0,NA,NA,NA,-10.60000038,-131.0555467,60.00463245
"1177","Iroquois","52",0,NA,NA,NA,-10.60000038,-131.0555467,60.00463245
"1178","Iroquois","53",0,NA,NA,NA,-10.60000038,-131.0555467,60.00463245
"1179","Iroquois","54",0,NA,NA,NA,-10.60000038,-131.0555467,60.00463245
"1180","Iroquois","28",0,NA,NA,NA,-10.60000038,-131.0555467,60.00463245
"1181","Iroquois","29",0,NA,NA,NA,-10.60000038,-131.0555467,60.00463245
"1182","Iroquois","30",0,NA,NA,NA,-10.60000038,-131.0555467,60.00463245
"1183","Iroquois","31",0,NA,NA,NA,-10.60000038,-131.0555467,60.00463245
"1184","Iroquois","32",0,NA,NA,NA,-10.60000038,-131.0555467,60.00463245
"1185","Iroquois","20",0,NA,NA,NA,-10.60000038,-131.0555467,60.00463245
"1186","Iroquois","21",0,NA,NA,NA,-10.60000038,-131.0555467,60.00463245
"1187","Iroquois","22",0,NA,NA,NA,-10.60000038,-131.0555467,60.00463245
"1188","Iroquois","23",0,NA,NA,NA,-10.60000038,-131.0555467,60.00463245
"1189","Iroquois","24",0,NA,NA,NA,-10.60000038,-131.0555467,60.00463245
"1190","Iroquois","25",0,NA,NA,NA,-10.60000038,-131.0555467,60.00463245
"1191","Iroquois","26",0,NA,NA,NA,-10.60000038,-131.0555467,60.00463245
"1192","Iroquois","27",0,NA,NA,NA,-10.60000038,-131.0555467,60.00463245
"1193","Iroquois","41",0,NA,NA,NA,-10.60000038,-131.0555467,60.00463245
"1194","Iroquois","42",0,NA,NA,NA,-10.60000038,-131.0555467,60.00463245
"1195","Iroquois","43",0,NA,NA,NA,-10.60000038,-131.0555467,60.00463245
"1196","Iroquois","44",0,NA,NA,NA,-10.60000038,-131.0555467,60.00463245
"1197","Iroquois","45",0,NA,NA,NA,-10.60000038,-131.0555467,60.00463245
"1198","Iroquois","33",0,NA,NA,NA,-10.60000038,-131.0555467,60.00463245
"1199","Iroquois","34",0,NA,NA,NA,-10.60000038,-131.0555467,60.00463245
"1200","Iroquois","35",0,NA,NA,NA,-10.60000038,-131.0555467,60.00463245
"1201","Iroquois","36",0,NA,NA,NA,-10.60000038,-131.0555467,60.00463245
"1202","Iroquois","37",0,NA,NA,NA,-10.60000038,-131.0555467,60.00463245
"1203","Iroquois","38",0,NA,NA,NA,-10.60000038,-131.0555467,60.00463245
"1204","Iroquois","Waugh,_Frederick_W._1916._Iroquois_Foods_and_Food_Preparation._InMemoir,_v,_235_,_plates._Ottawa:_Government_Printing_Bureau._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nm09_025.",1,"awl","bone","Foodways",-10.60000038,-131.0555467,60.00463245
"1205","Iroquois","40",0,NA,NA,NA,-10.60000038,-131.0555467,60.00463245
"1206","Iroquois","39",0,NA,NA,NA,-10.60000038,-131.0555467,60.00463245
"1207","Iroquois","46",0,NA,NA,NA,-10.60000038,-131.0555467,60.00463245
"1208","Iroquois","47",0,NA,NA,NA,-10.60000038,-131.0555467,60.00463245
"1209","Kaska","Honigmann,_John_Joseph,_and_Wendell_Clark_Bennett._1949._Culture_and_Ethos_of_Kaska_Society._InYale_University_Publications_in_Anthropology,_366,_12_plates._New_Haven,_Conn.:_Yale_University_Press._https://ehrafworldcultures.yale.edu/document?id=nd12_001.",1,"needle","metal","Clothing",-24.89999962,-121.3183335,42.00228095
"1210","Kaska","Teit,_James_Alexander,_and_June_Helm._1956._Field_Notes_on_the_Tahltan_and_Kaska_Indians:_1912_15.Anthropologica,_no._No._3:_39_171._https://ehrafworldcultures.yale.edu/document?id=nd12_005.",1,"awl","unknown","Piercing",-24.89999962,-121.3183335,42.00228095
"1211","Kaska","Teit,_James_Alexander,_and_June_Helm._1956._Field_Notes_on_the_Tahltan_and_Kaska_Indians:_1912_15.Anthropologica,_no._No._3:_39_171._https://ehrafworldcultures.yale.edu/document?id=nd12_005.",1,"awl","unknown","Snowshoes",-24.89999962,-121.3183335,42.00228095
"1212","Kaska","Teit,_James_Alexander,_and_June_Helm._1956._Field_Notes_on_the_Tahltan_and_Kaska_Indians:_1912_15.Anthropologica,_no._No._3:_39_171._https://ehrafworldcultures.yale.edu/document?id=nd12_005.",1,"needle","unknown","Piercing",-24.89999962,-121.3183335,42.00228095
"1213","Kaska","Honigmann,_John_Joseph._1954._The_Kaska_Indians:_An_Ethnographic_Reconstruction._InYale_University_Publications_in_Anthropology,_162._New_Haven,_Conn.:_Yale_University_Press._https://ehrafworldcultures.yale.edu/document?id=nd12_006.",1,"awl","unknown","Clothing",-24.89999962,-121.3183335,42.00228095
"1214","Kaska","Honigmann,_John_Joseph._1954._The_Kaska_Indians:_An_Ethnographic_Reconstruction._InYale_University_Publications_in_Anthropology,_162._New_Haven,_Conn.:_Yale_University_Press._https://ehrafworldcultures.yale.edu/document?id=nd12_006.",1,"needle","bone","Shoes",-24.89999962,-121.3183335,42.00228095
"1215","Kaska","Honigmann,_John_Joseph._1954._The_Kaska_Indians:_An_Ethnographic_Reconstruction._InYale_University_Publications_in_Anthropology,_162._New_Haven,_Conn.:_Yale_University_Press._https://ehrafworldcultures.yale.edu/document?id=nd12_006.",1,"awl","bone","Snowshoes",-24.89999962,-121.3183335,42.00228095
"1216","Kaska","Honigmann,_John_Joseph._1954._The_Kaska_Indians:_An_Ethnographic_Reconstruction._InYale_University_Publications_in_Anthropology,_162._New_Haven,_Conn.:_Yale_University_Press._https://ehrafworldcultures.yale.edu/document?id=nd12_006.",1,"awl","unknown","Menstruation Sequestration",-24.89999962,-121.3183335,42.00228095
"1217","Kaska","Teit,_James_Alexander,_and_Franz_Boas._1917._Kaska_Tales.Journal_of_American_Folk_LoreVol._30:_427_73._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nd12_002.",1,"needle","bone","Blankets ",-24.89999962,-121.3183335,42.00228095
"1218","Kaska","Honigmann,_John_Joseph._1954._The_Kaska_Indians:_An_Ethnographic_Reconstruction._InYale_University_Publications_in_Anthropology,_162._New_Haven,_Conn.:_Yale_University_Press._https://ehrafworldcultures.yale.edu/document?id=nd12_006.",1,"awl","bone","Clothing",-24.89999962,-121.3183335,42.00228095
"1219","Kaska","Teit,_James_Alexander,_and_Franz_Boas._1917._Kaska_Tales.Journal_of_American_Folk_LoreVol._30:_427_73._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nd12_002.",1,"needle","bone","Clothing",-24.89999962,-121.3183335,42.00228095
"1220","Kaska","1",0,NA,NA,NA,-24.89999962,-121.3183335,42.00228095
"1221","Kaska","2",0,NA,NA,NA,-24.89999962,-121.3183335,42.00228095
"1222","Kaska","3",0,NA,NA,NA,-24.89999962,-121.3183335,42.00228095
"1223","Kaska","4",0,NA,NA,NA,-24.89999962,-121.3183335,42.00228095
"1224","Kaska","5",0,NA,NA,NA,-24.89999962,-121.3183335,42.00228095
"1225","Kaska","6",0,NA,NA,NA,-24.89999962,-121.3183335,42.00228095
"1226","Kaska","Honigmann,_John_Joseph._1954._The_Kaska_Indians:_An_Ethnographic_Reconstruction._InYale_University_Publications_in_Anthropology,_162._New_Haven,_Conn.:_Yale_University_Press._https://ehrafworldcultures.yale.edu/document?id=nd12_006.",1,"awl","bone","Toolkit",-24.89999962,-121.3183335,42.00228095
"1227","Kaska","Honigmann,_John_Joseph._1954._The_Kaska_Indians:_An_Ethnographic_Reconstruction._InYale_University_Publications_in_Anthropology,_162._New_Haven,_Conn.:_Yale_University_Press._https://ehrafworldcultures.yale.edu/document?id=nd12_006.",1,"needle","bone","Bags",-24.89999962,-121.3183335,42.00228095
"1228","Kaska","Honigmann,_John_Joseph._1954._The_Kaska_Indians:_An_Ethnographic_Reconstruction._InYale_University_Publications_in_Anthropology,_162._New_Haven,_Conn.:_Yale_University_Press._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nd12_006.",1,"needle","bone","Toolkit",-24.89999962,-121.3183335,42.00228095
"1229","Kaska","Teit,_James_Alexander,_and_June_Helm._1956._Field_Notes_on_the_Tahltan_and_Kaska_Indians:_1912_15.Anthropologica,_no._No._3:_39_171._https://ehrafworldcultures.yale.edu/document?id=nd12_005.",1,"awl","unknown","Shoes",-24.89999962,-121.3183335,42.00228095
"1230","Kaska","Honigmann,_John_Joseph._1954._The_Kaska_Indians:_An_Ethnographic_Reconstruction._InYale_University_Publications_in_Anthropology,_162._New_Haven,_Conn.:_Yale_University_Press._https://ehrafworldcultures.yale.edu/document?id=nd12_006.",1,"awl","unknown","Punishment ",-24.89999962,-121.3183335,42.00228095
"1231","Kaska","Honigmann,_John_Joseph._1954._The_Kaska_Indians:_An_Ethnographic_Reconstruction._InYale_University_Publications_in_Anthropology,_162._New_Haven,_Conn.:_Yale_University_Press._https://ehrafworldcultures.yale.edu/document?id=nd12_006.",1,"needle","bone","Clothing",-24.89999962,-121.3183335,42.00228095
"1232","Kaska","Honigmann,_John_Joseph,_and_June_Helm._1983._Kaska._InHandbook_of_North_American_Indians._Subarctic,_6:442_50._Washington,_D.C.:_Smithsonian_Institution?:_For_sale_by_the_Supt._of_Docs.,_U.S._G.P.O._https://ehrafworldcultures.yale.edu/document?id=nd12_008.",1,"awl","bone","Toolkit",-24.89999962,-121.3183335,42.00228095
"1233","Kaska","Honigmann,_John_Joseph._1954._The_Kaska_Indians:_An_Ethnographic_Reconstruction._InYale_University_Publications_in_Anthropology,_162._New_Haven,_Conn.:_Yale_University_Press._https://ehrafworldcultures.yale.edu/document?id=nd12_006.",1,"awl","bone","Drilling ",-24.89999962,-121.3183335,42.00228095
"1234","Kaska","Teit,_James_Alexander,_and_June_Helm._1956._Field_Notes_on_the_Tahltan_and_Kaska_Indians:_1912_15.Anthropologica,_no._No._3:_39_171._https://ehrafworldcultures.yale.edu/document?id=nd12_005.",1,"awl","unknown","Trading",-24.89999962,-121.3183335,42.00228095
"1235","Kaska","Honigmann,_John_Joseph._1954._The_Kaska_Indians:_An_Ethnographic_Reconstruction._InYale_University_Publications_in_Anthropology,_162._New_Haven,_Conn.:_Yale_University_Press._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nd12_006.",1,"needle","bone","Toolkit",-24.89999962,-121.3183335,42.00228095
"1236","Kaska","Honigmann,_John_Joseph,_and_Wendell_Clark_Bennett._1949._Culture_and_Ethos_of_Kaska_Society._InYale_University_Publications_in_Anthropology,_366,_12_plates._New_Haven,_Conn.:_Yale_University_Press._https://ehrafworldcultures.yale.edu/document?id=nd12_001.",1,"awl","unknown","Toolkit",-24.89999962,-121.3183335,42.00228095
"1237","Kaska","Honigmann,_John_Joseph._1954._The_Kaska_Indians:_An_Ethnographic_Reconstruction._InYale_University_Publications_in_Anthropology,_162._New_Haven,_Conn.:_Yale_University_Press._https://ehrafworldcultures.yale.edu/document?id=nd12_006.",1,"needle","unknown","Tattooing",-24.89999962,-121.3183335,42.00228095
"1238","Kaska","Honigmann,_John_Joseph,_and_June_Helm._1983._Kaska._InHandbook_of_North_American_Indians._Subarctic,_6:442_50._Washington,_D.C.:_Smithsonian_Institution?:_For_sale_by_the_Supt._of_Docs.,_U.S._G.P.O._https://ehrafworldcultures.yale.edu/document?id=nd12_008.",1,"needle","bone","Clothing",-24.89999962,-121.3183335,42.00228095
"1239","Kaska","Honigmann,_John_Joseph._1954._The_Kaska_Indians:_An_Ethnographic_Reconstruction._InYale_University_Publications_in_Anthropology,_162._New_Haven,_Conn.:_Yale_University_Press._https://ehrafworldcultures.yale.edu/document?id=nd12_006.",1,"awl","bone","Piercing",-24.89999962,-121.3183335,42.00228095
"1240","Klamath","Spier,_Leslie._1930._Klamath_Ethnography._InPublications_in_American_Archaeology_and_Ethnology,_30:x,_338._Berkeley,_Calif.:_University_of_California_Press._https://ehrafworldcultures.yale.edu/document?id=nr10_001.",1,"needle","wood","Shelter",-5.900000095,-116.6458086,49.01063153
"1241","Klamath","1",0,NA,NA,NA,-5.900000095,-116.6458086,49.01063153
"1242","Klamath","Barker,_Muhammad_Abd_al_Rahman._1963._Klamath_Texts._InUniversity_of_California_Publications_in_Linguistics,_30:viii,_197_,_plates._Berkeley:_University_of_California_Press._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nr10_009.",1,"awl","unknown","Name",-5.900000095,-116.6458086,49.01063153
"1243","Klamath","Gatschet,_Albert_Samuel._1890._The_Klamath_Indians_of_Southwestern_Oregon._InContributions_to_North_American_Ethnology,_2:cvii,_711._Washington:_Govt._print._off._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nr10_007.",1,"awl","unknown","Storytelling",-5.900000095,-116.6458086,49.01063153
"1244","Klamath","Barker,_Muhammad_Abd_al_Rahman._1963._Klamath_Texts._InUniversity_of_California_Publications_in_Linguistics,_30:viii,_197_,_plates._Berkeley:_University_of_California_Press._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nr10_009.",1,"awl","unknown","Storytelling",-5.900000095,-116.6458086,49.01063153
"1245","Klamath","Schaeffer,_Claude_E._1966._Bear_Ceremonialism_of_the_Kutenai_Indians._InStudies_in_Plains_Anthropology_and_History,_54._Washington:_U.S._Dept._of_the_Interior,_Indian_Arts_and_Crafts_Board._https://ehrafworldcultures.yale.edu/document?id=nf08_002.",1,"needle","unknown","Ceremony or Ritual",-5.900000095,-116.6458086,49.01063153
"1246","Klamath","Spier,_Leslie._1930._Klamath_Ethnography._InPublications_in_American_Archaeology_and_Ethnology,_30:x,_338._Berkeley,_Calif.:_University_of_California_Press._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nr10_001.",1,"awl","bone","Piercing",-5.900000095,-116.6458086,49.01063153
"1247","Klamath","Stern,_Theodore._1956._Some_Sources_of_Variability_in_Klamath_Mythology.Journal_of_American_Folklore,_1_12,_135_46,_377_86._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nr10_011.",1,"awl","unknown","Name",-5.900000095,-116.6458086,49.01063153
"1248","Klamath","Spier,_Leslie._1930._Klamath_Ethnography._InPublications_in_American_Archaeology_and_Ethnology,_30:x,_338._Berkeley,_Calif.:_University_of_California_Press._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nr10_001.",1,"awl","unknown","Shoes",-5.900000095,-116.6458086,49.01063153
"1249","Klamath","Spier,_Leslie._1930._Klamath_Ethnography._InPublications_in_American_Archaeology_and_Ethnology,_30:x,_338._Berkeley,_Calif.:_University_of_California_Press._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nr10_001.",1,"awl","bone","Clothing",-5.900000095,-116.6458086,49.01063153
"1250","Klamath","Turney_High,_Harry_Holbert._1941._Ethnography_of_the_Kutenai._InMemoirs_of_the_American_Anthropological_Association,_202._Menasha,_Wis.:_American_Anthropological_Association._https://ehrafworldcultures.yale.edu/document?id=nf08_003.",1,"needle","unknown","Hunting",-5.900000095,-116.6458086,49.01063153
"1251","Klamath","Gatschet,_Albert_Samuel._1890._The_Klamath_Indians_of_Southwestern_Oregon._InContributions_to_North_American_Ethnology,_2:cvii,_711._Washington:_Govt._print._off._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nr10_007.",1,"awl","bone","Storytelling",-5.900000095,-116.6458086,49.01063153
"1252","Klamath","Spier,_Leslie._1930._Klamath_Ethnography._InPublications_in_American_Archaeology_and_Ethnology,_30:x,_338._Berkeley,_Calif.:_University_of_California_Press._https://ehrafworldcultures.yale.edu/document?id=nr10_001.",1,"needle","wood","Mats",-5.900000095,-116.6458086,49.01063153
"1253","Klamath","Stern,_Theodore._1956._Some_Sources_of_Variability_in_Klamath_Mythology.Journal_of_American_Folklore,_1_12,_135_46,_377_86._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nr10_011.",1,"awl","unknown","Storytelling",-5.900000095,-116.6458086,49.01063153
"1254","Klamath","Spier,_Leslie._1930._Klamath_Ethnography._InPublications_in_American_Archaeology_and_Ethnology,_30:x,_338._Berkeley,_Calif.:_University_of_California_Press._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nr10_001.",1,"awl","bone","Shoes",-5.900000095,-116.6458086,49.01063153
"1255","Klamath","3",0,NA,NA,NA,-5.900000095,-116.6458086,49.01063153
"1256","Klamath","4",0,NA,NA,NA,-5.900000095,-116.6458086,49.01063153
"1257","Klamath","5",0,NA,NA,NA,-5.900000095,-116.6458086,49.01063153
"1258","Klamath","6",0,NA,NA,NA,-5.900000095,-116.6458086,49.01063153
"1259","Klamath","7",0,NA,NA,NA,-5.900000095,-116.6458086,49.01063153
"1260","Klamath","8",0,NA,NA,NA,-5.900000095,-116.6458086,49.01063153
"1261","Klamath","9",0,NA,NA,NA,-5.900000095,-116.6458086,49.01063153
"1262","Klamath","10",0,NA,NA,NA,-5.900000095,-116.6458086,49.01063153
"1263","Klamath","11",0,NA,NA,NA,-5.900000095,-116.6458086,49.01063153
"1264","Klamath","12",0,NA,NA,NA,-5.900000095,-116.6458086,49.01063153
"1265","Klamath","2",0,NA,NA,NA,-5.900000095,-116.6458086,49.01063153
"1266","Klamath","Barker,_Muhammad_Abd_al_Rahman._1963._Klamath_Texts._InUniversity_of_California_Publications_in_Linguistics,_30:viii,_197_,_plates._Berkeley:_University_of_California_Press._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nr10_009.",1,"awl","unknown","Storytelling",-5.900000095,-116.6458086,49.01063153
"1267","Kutenai","1",0,NA,NA,NA,-10.30000019,-112.0217739,32.03224107
"1268","Kutenai","2",0,NA,NA,NA,-10.30000019,-112.0217739,32.03224107
"1269","Kutenai","5",0,NA,NA,NA,-10.30000019,-112.0217739,32.03224107
"1270","Kutenai","6",0,NA,NA,NA,-10.30000019,-112.0217739,32.03224107
"1271","Kutenai","7",0,NA,NA,NA,-10.30000019,-112.0217739,32.03224107
"1272","Kutenai","4",0,NA,NA,NA,-10.30000019,-112.0217739,32.03224107
"1273","Kutenai","9",0,NA,NA,NA,-10.30000019,-112.0217739,32.03224107
"1274","Kutenai","10",0,NA,NA,NA,-10.30000019,-112.0217739,32.03224107
"1275","Kutenai","11",0,NA,NA,NA,-10.30000019,-112.0217739,32.03224107
"1276","Kutenai","12",0,NA,NA,NA,-10.30000019,-112.0217739,32.03224107
"1277","Kutenai","13",0,NA,NA,NA,-10.30000019,-112.0217739,32.03224107
"1278","Kutenai","Chamberlain,_Alexander_Francis._1893._Report_on_the_Kootenay_Indians_of_South_Eastern_British_Columbia.Report_of_the_Sixty_Meeting_of_the_British_Association_for_the_Advancement_of_Science_Held_at_Edinburgh_in_August_1892,_545_615._https://ehrafworldcultures.yale.edu/document?id=nf08_008.",1,"needle","bone","Toolkit",-10.30000019,-112.0217739,32.03224107
"1279","Kutenai","Brunton,_Bill_B._2018._Culture_Summary:_Kutenai._New_Haven:_Human_Relations_Area_Files._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nf08_000.",1,"awl","unknown","Storytelling",-10.30000019,-112.0217739,32.03224107
"1280","Kutenai","3",0,NA,NA,NA,-10.30000019,-112.0217739,32.03224107
"1281","Kutenai","Chamberlain,_Alexander_Francis._1893._Report_on_the_Kootenay_Indians_of_South_Eastern_British_Columbia.Report_of_the_Sixty_Meeting_of_the_British_Association_for_the_Advancement_of_Science_Held_at_Edinburgh_in_August_1892,_545_615._https://ehrafworldcultures.yale.edu/document?id=nf08_008.",1,"needle","bone","Boat Covering",-10.30000019,-112.0217739,32.03224107
