"","Group","Citation","Count","Tool_Type","Material_Type","Usage","Temperature","Therm_vs.Other"
"703","Zuni","Stevenson,_Matilda_Coxe_Evans._1904._The_Zuni_Indians:_Their_Mythology,_Esoteric_Fraternities,_and_Ceremonies._InU.S._Bureau_of_American_Ethnology._Twenty_Third_Annual_Report._1901_1902,_1_634_,_129_plates_(41_in_color)._Washington:_Government_Printing_Office._https://ehrafworldcultures.yale.edu/document?id=nt23_004.",1,"needle","unknown","Dance",-10,"Alternative"
"704","Zuni","Stevenson,_Matilda_Coxe_Evans._1904._The_Zuni_Indians:_Their_Mythology,_Esoteric_Fraternities,_and_Ceremonies._InU.S._Bureau_of_American_Ethnology._Twenty_Third_Annual_Report._1901_1902,_1_634_,_129_plates_(41_in_color)._Washington:_Government_Printing_Office._https://ehrafworldcultures.yale.edu/document?id=nt23_004.",1,"needle","unknown","Ceremony or Ritual",-10,"Alternative"
"705","Zuni","Stevenson,_Matilda_Coxe_Evans._1904._The_Zuni_Indians:_Their_Mythology,_Esoteric_Fraternities,_and_Ceremonies._InU.S._Bureau_of_American_Ethnology._Twenty_Third_Annual_Report._1901_1902,_1_634_,_129_plates_(41_in_color)._Washington:_Government_Printing_Office._https://ehrafworldcultures.yale.edu/document?id=nt23_004.",1,"needle","unknown","Blankets ",-10,"Thermoregulation"
"706","Zuni","Roberts,_John_M._(John_Milton)._1956._Zuni_Daily_Life._InMonograph?;_Note_Book,_HRAF_pagination:_1A_137B._S.L._:_Laboratory_of_Anthropology,_University_of_Nebraska._https://ehrafworldcultures.yale.edu/document?id=nt23_002.",1,"needle","unknown","Curing Sick Sheep",-10,"Alternative"
"707","Zuni","Ladd,_Edmund_J._1979._Zuni_Economy._InHandbook_of_North_American_Indians._Southwest,_v._9:492_98._Washington,_D._C.:_Smithsonian_Institution?:_For_sale_by_the_Supt._of_Docs.,_U.S._G.P.O._https://ehrafworldcultures.yale.edu/document?id=nt23_022.",1,"needle","unknown","Beadwork",-10,"Alternative"
"712","Aleut","Jochelson,_Waldemar._1925._Archaeological_Investigations_in_the_Aleutian_Islands._InPublication,_ix,_145._Washington:_Carnegie_Institution_of_Washington._https://ehrafworldcultures.yale.edu/cultures/na06/documents/010.",1,"awl","bone","Clothing",-5.900000095,"Thermoregulation"
"713","Aleut","Jochelson,_Waldemar._1925._Archaeological_Investigations_in_the_Aleutian_Islands._InPublication,_ix,_145._Washington:_Carnegie_Institution_of_Washington._https://ehrafworldcultures.yale.edu/cultures/na06/documents/010.",1,"awl","bone","Art",-5.900000095,"Alternative"
"715","Aleut","Jochelson,_Waldemar._1933._History,_Ethnology,_and_Anthropology_of_the_Aleut._InPublication,_v,_91._Washington:_Carnegie_institution_of_Washington._https://ehrafworldcultures.yale.edu/cultures/na06/documents/002.",1,"awl","stone","Art",-5.900000095,"Alternative"
"716","Aleut","Jochelson,_Waldemar._1928._People_of_the_Foggy_Sea._InNatural_History,_Vol._28:413_24._New_York,_N.Y.:_American_Museum_of_Natural_History._https://ehrafworldcultures.yale.edu/cultures/na06/documents/042.",1,"awl","stone","Art",-5.900000095,"Alternative"
"718","Aleut","Laughlin,_William_S._1980._Aleuts,_Survivors_of_the_Bering_Land_Bridge._InCase_Studies_in_Cultural_Anthropology,_vii,_151._New_York:_Holt,_Rinehart,_and_Winston._https://ehrafworldcultures.yale.edu/document?id=na06_071.",1,"awl","bone","Clothing",-5.900000095,"Thermoregulation"
"719","Aleut","Laughlin,_William_S._1980._Aleuts,_Survivors_of_the_Bering_Land_Bridge._InCase_Studies_in_Cultural_Anthropology,_vii,_151._New_York:_Holt,_Rinehart,_and_Winston._https://ehrafworldcultures.yale.edu/document?id=na06_071.",1,"awl","bone","Boat Covering",-5.900000095,"Alternative"
"730","Chipewyans","Li,_Fang_Kuei,_and_Ronald_Scollon._1976._Chipewyan_Texts._InSpecial_Publication,_1,_2,_8,_450._Nankang,_Taipei,_Taiwan,_Roc:_Academica_Sinica,_Institute_of_History_and_Philology_._https://ehrafworldcultures.yale.edu/document?id=nd07_005.",1,"awl","unknown","Hunting",-27.39999962,"Alternative"
"731","Chipewyans","Hearne,_Samuel._1958.A_Journey_from_Prince_of_Waless_Fort_in_Hudsons_Bay_to_the_Northern_Ocean,_1769,_1770,_1771,_1772._Toronto:_Macmillan_Co._of_Canada._https://ehrafworldcultures.yale.edu/document?id=nd07_039.",1,"awl","unknown","Shoes",-27.39999962,"Thermoregulation"
"733","Chipewyans","Hearne,_Samuel._1958.A_Journey_from_Prince_of_Waless_Fort_in_Hudsons_Bay_to_the_Northern_Ocean,_1769,_1770,_1771,_1772._Toronto:_Macmillan_Co._of_Canada._https://ehrafworldcultures.yale.edu/document?id=nd07_039.",1,"awl","metal","Ceremony or Ritual",-27.39999962,"Alternative"
"734","Chipewyans","Hearne,_Samuel._1958.A_Journey_from_Prince_of_Waless_Fort_in_Hudsons_Bay_to_the_Northern_Ocean,_1769,_1770,_1771,_1772._Toronto:_Macmillan_Co._of_Canada._https://ehrafworldcultures.yale.edu/document?id=nd07_039.",1,"awl","metal","Snowshoes",-27.39999962,"Thermoregulation"
"735","Chipewyans","Hearne,_Samuel._1958.A_Journey_from_Prince_of_Waless_Fort_in_Hudsons_Bay_to_the_Northern_Ocean,_1769,_1770,_1771,_1772._Toronto:_Macmillan_Co._of_Canada._https://ehrafworldcultures.yale.edu/document?id=nd07_039.",1,"awl","unknown","Trading",-27.39999962,"Alternative"
"736","Chipewyans","Hearne,_Samuel._1958.A_Journey_from_Prince_of_Waless_Fort_in_Hudsons_Bay_to_the_Northern_Ocean,_1769,_1770,_1771,_1772._Toronto:_Macmillan_Co._of_Canada._https://ehrafworldcultures.yale.edu/document?id=nd07_039.",1,"awl","unknown","Tattooing",-27.39999962,"Alternative"
"737","Chipewyans","Smith,_David_Merrill._1982._Moose_Deer_Island_House_People:_A_History_of_the_Native_People_of_Fort_Resolution._InMercury_Series,_ix,_202._Ottawa:_National_Museums_of_Canada._https://ehrafworldcultures.yale.edu/document?id=nd07_057.",1,"awl","unknown","Clothing",-27.39999962,"Thermoregulation"
"738","Chipewyans","Smith,_David_Merrill._1982._Moose_Deer_Island_House_People:_A_History_of_the_Native_People_of_Fort_Resolution._InMercury_Series,_ix,_202._Ottawa:_National_Museums_of_Canada._https://ehrafworldcultures.yale.edu/document?id=nd07_057.",1,"awl","unknown","Shoes",-27.39999962,"Thermoregulation"
"740","Chipewyans","Birket_Smith,_Kaj._1930._Contributions_to_Chipewyan_Ethnology._InReport,_6:115._Copenhagen:_Gyldendalske_Boghandel,_Nordisk_Forlag._https://ehrafworldcultures.yale.edu/document?id=nd07_017.",1,"awl","metal","Drilling ",-27.39999962,"Alternative"
"741","Copper Inuit","Jenness,_Diamond._1946._The_Material_Culture_of_the_Copper_Eskimos._InReport_of_the_Canadian_Arctic_Expedition,_1913_1918,_Southern_Party,_1913_1916,_16:8,_148._Ottawa,_Ont.:_Edmond_Cloutier,_Kings_Printer_and_Controller_of_Stationery._https://ehrafworldcultures.yale.edu/document?id=nd08_028.",1,"awl","bone","Clothing",-34.5,"Thermoregulation"
"744","Eyak","Birket_Smith,_Kaj,_and_Frederica_De_Laguna._1938.The_Eyak_Indians_of_the_Copper_River_Delta,_Alaska._Kobenhavn:_Levin_&_Munksgaard,_E._Munksgaard._https://ehrafworldcultures.yale.edu/document?id=na07_001.",1,"awl","unknown","Tattooing",-9,"Alternative"
"747","Ingalik","Osgood,_Cornelius._1970._Ingalik_Material_Culture._InYale_University_Publications_in_Anthropology,_500._New_Haven:_Human_Relations_Area_Files_Press._https://ehrafworldcultures.yale.edu/document?id=na08_001.",1,"awl","unknown","Clothing",-21.89999962,"Thermoregulation"
"748","Ingalik","Osgood,_Cornelius._1970._Ingalik_Material_Culture._InYale_University_Publications_in_Anthropology,_500._New_Haven:_Human_Relations_Area_Files_Press._https://ehrafworldcultures.yale.edu/document?id=na08_001.",1,"awl","unknown","Tattooing",-21.89999962,"Alternative"
"749","Ingalik","Osgood,_Cornelius._1970._Ingalik_Material_Culture._InYale_University_Publications_in_Anthropology,_500._New_Haven:_Human_Relations_Area_Files_Press._https://ehrafworldcultures.yale.edu/document?id=na08_001.",1,"awl","unknown","Stripping Bark",-21.89999962,"Alternative"
"750","Ingalik","Osgood,_Cornelius._1970._Ingalik_Material_Culture._InYale_University_Publications_in_Anthropology,_500._New_Haven:_Human_Relations_Area_Files_Press._https://ehrafworldcultures.yale.edu/document?id=na08_001.",1,"awl","unknown","Drilling ",-21.89999962,"Alternative"
"752","Ingalik","Osgood,_Cornelius._1958._Ingalik_Social_Culture._InYale_University_Publications_in_Anthropology,_289._New_Haven:_Published_for_the_Dept._of_Anthropology,_Yale_University,_by_The_Yale_University_Press._https://ehrafworldcultures.yale.edu/document?id=na08_002.",1,"awl","unknown","Piercing",-21.89999962,"Alternative"
"753","Ingalik","Osgood,_Cornelius._1958._Ingalik_Social_Culture._InYale_University_Publications_in_Anthropology,_289._New_Haven:_Published_for_the_Dept._of_Anthropology,_Yale_University,_by_The_Yale_University_Press._https://ehrafworldcultures.yale.edu/document?id=na08_002.",1,"awl","unknown","Piercing",-21.89999962,"Alternative"
"754","Ingalik","Osgood,_Cornelius._1958._Ingalik_Social_Culture._InYale_University_Publications_in_Anthropology,_289._New_Haven:_Published_for_the_Dept._of_Anthropology,_Yale_University,_by_The_Yale_University_Press._https://ehrafworldcultures.yale.edu/document?id=na08_002.",1,"awl","unknown","Piercing",-21.89999962,"Alternative"
"755","Ingalik","Osgood,_Cornelius._1958._Ingalik_Social_Culture._InYale_University_Publications_in_Anthropology,_289._New_Haven:_Published_for_the_Dept._of_Anthropology,_Yale_University,_by_The_Yale_University_Press._https://ehrafworldcultures.yale.edu/document?id=na08_002.",1,"awl","unknown","Child's play",-21.89999962,"Alternative"
"756","Ingalik","Osgood,_Cornelius._1959._Ingalik_Mental_Culture._InYale_University_Publications_in_Anthropology,_195._New_Haven:_Dept._of_Anthropology,_Yale_University._https://ehrafworldcultures.yale.edu/document?id=na08_003.",1,"awl","bone","Piercing",-21.89999962,"Alternative"
"757","Ingalik","Osgood,_Cornelius._1959._Ingalik_Mental_Culture._InYale_University_Publications_in_Anthropology,_195._New_Haven:_Dept._of_Anthropology,_Yale_University._https://ehrafworldcultures.yale.edu/document?id=na08_003.",1,"awl","unknown","Art",-21.89999962,"Alternative"
"758","Ingalik","Osgood,_Cornelius._1959._Ingalik_Mental_Culture._InYale_University_Publications_in_Anthropology,_195._New_Haven:_Dept._of_Anthropology,_Yale_University._https://ehrafworldcultures.yale.edu/document?id=na08_003.",1,"awl","unknown","Magic",-21.89999962,"Alternative"
"759","Ingalik","Osgood,_Cornelius._1959._Ingalik_Mental_Culture._InYale_University_Publications_in_Anthropology,_195._New_Haven:_Dept._of_Anthropology,_Yale_University._https://ehrafworldcultures.yale.edu/document?id=na08_003.",1,"awl","unknown","Ceremony or Ritual",-21.89999962,"Alternative"
"760","Innu","Lips,_Julius._1947._Notes_on_Montagnais_Naskapi_Economy_(Lake_St._John_and_Lake_Mistassini_Bands).EthnosVol._12:_1_78._https://ehrafworldcultures.yale.edu/document?id=nh06_011.",1,"awl","unknown","Compass",-21.29999924,"Alternative"
"761","Innu","Lips,_Julius._1947._Notes_on_Montagnais_Naskapi_Economy_(Lake_St._John_and_Lake_Mistassini_Bands).EthnosVol._12:_1_78._https://ehrafworldcultures.yale.edu/document?id=nh06_011.",1,"awl","unknown","Baskets",-21.29999924,"Alternative"
"763","Innu","Turner,_Lucien_M._(Lucien_McShan)._1894._Ethnology_of_the_Ungava_District,_Hudson_Bay_Territory._InEleventh_Annual_Report_of_the_Bureau_of_Ethnology_to_the_of_the_Smithsonian_Institution_1889_90,_159_350_,_7_plates._Washington:_Government_Printing_Office._https://ehrafworldcultures.yale.edu/document?id=nh06_003.",1,"awl","unknown","Music",-21.29999924,"Alternative"
"765","Innu","McGee,_John_T._1961._Cultural_Stability_and_Change_among_the_Montagnais_Indians_of_the_Lake_Melville_Region_of_Labrador._InAnthropological_Series,_8,_159_,_7_plates._Washington,_D.C.:_Catholic_University_of_America_Press._https://ehrafworldcultures.yale.edu/document?id=nh06_026.",1,"awl","unknown","Snowshoes",-21.29999924,"Thermoregulation"
"766","Innu","McGee,_John_T._1961._Cultural_Stability_and_Change_among_the_Montagnais_Indians_of_the_Lake_Melville_Region_of_Labrador._InAnthropological_Series,_8,_159_,_7_plates._Washington,_D.C.:_Catholic_University_of_America_Press._https://ehrafworldcultures.yale.edu/document?id=nh06_026.",1,"awl","unknown","Sled",-21.29999924,"Thermoregulation"
"767","Innu","Lane,_Kenneth_S._1952._The_Montagnais_Indians,_1600_1640.The_Kroeber_Anthropological_Society_Papers,_no._No._7:_1_62._https://ehrafworldcultures.yale.edu/document?id=nh06_018.",1,"awl","unknown","Torture",-21.29999924,"Alternative"
"770","Kaska","Honigmann,_John_Joseph._1954._The_Kaska_Indians:_An_Ethnographic_Reconstruction._InYale_University_Publications_in_Anthropology,_162._New_Haven,_Conn.:_Yale_University_Press._https://ehrafworldcultures.yale.edu/document?id=nd12_006.",1,"awl","bone","Drilling ",-24.89999962,"Alternative"
"771","Kaska","Honigmann,_John_Joseph._1954._The_Kaska_Indians:_An_Ethnographic_Reconstruction._InYale_University_Publications_in_Anthropology,_162._New_Haven,_Conn.:_Yale_University_Press._https://ehrafworldcultures.yale.edu/document?id=nd12_006.",1,"awl","bone","Snowshoes",-24.89999962,"Thermoregulation"
"772","Kaska","Honigmann,_John_Joseph._1954._The_Kaska_Indians:_An_Ethnographic_Reconstruction._InYale_University_Publications_in_Anthropology,_162._New_Haven,_Conn.:_Yale_University_Press._https://ehrafworldcultures.yale.edu/document?id=nd12_006.",1,"awl","unknown","Clothing",-24.89999962,"Thermoregulation"
"773","Kaska","Honigmann,_John_Joseph._1954._The_Kaska_Indians:_An_Ethnographic_Reconstruction._InYale_University_Publications_in_Anthropology,_162._New_Haven,_Conn.:_Yale_University_Press._https://ehrafworldcultures.yale.edu/document?id=nd12_006.",1,"awl","bone","Clothing",-24.89999962,"Thermoregulation"
"774","Kaska","Honigmann,_John_Joseph._1954._The_Kaska_Indians:_An_Ethnographic_Reconstruction._InYale_University_Publications_in_Anthropology,_162._New_Haven,_Conn.:_Yale_University_Press._https://ehrafworldcultures.yale.edu/document?id=nd12_006.",1,"awl","unknown","Punishment ",-24.89999962,"Alternative"
"775","Kaska","Honigmann,_John_Joseph._1954._The_Kaska_Indians:_An_Ethnographic_Reconstruction._InYale_University_Publications_in_Anthropology,_162._New_Haven,_Conn.:_Yale_University_Press._https://ehrafworldcultures.yale.edu/document?id=nd12_006.",1,"awl","unknown","Menstruation Sequestration",-24.89999962,"Alternative"
"776","Kaska","Teit,_James_Alexander,_and_June_Helm._1956._Field_Notes_on_the_Tahltan_and_Kaska_Indians:_1912_15.Anthropologica,_no._No._3:_39_171._https://ehrafworldcultures.yale.edu/document?id=nd12_005.",1,"awl","unknown","Shoes",-24.89999962,"Thermoregulation"
"777","Kaska","Teit,_James_Alexander,_and_June_Helm._1956._Field_Notes_on_the_Tahltan_and_Kaska_Indians:_1912_15.Anthropologica,_no._No._3:_39_171._https://ehrafworldcultures.yale.edu/document?id=nd12_005.",1,"awl","unknown","Piercing",-24.89999962,"Alternative"
"778","Kaska","Teit,_James_Alexander,_and_June_Helm._1956._Field_Notes_on_the_Tahltan_and_Kaska_Indians:_1912_15.Anthropologica,_no._No._3:_39_171._https://ehrafworldcultures.yale.edu/document?id=nd12_005.",1,"awl","unknown","Snowshoes",-24.89999962,"Thermoregulation"
"779","Kaska","Teit,_James_Alexander,_and_June_Helm._1956._Field_Notes_on_the_Tahltan_and_Kaska_Indians:_1912_15.Anthropologica,_no._No._3:_39_171._https://ehrafworldcultures.yale.edu/document?id=nd12_005.",1,"awl","unknown","Trading",-24.89999962,"Alternative"
"782","Ojibwa","Densmore,_Frances._1929._Chippewa_Customs._InBulletin,_xii,_209_,_plates._Washington:_U.S._Govt._print._off._https://ehrafworldcultures.yale.edu/document?id=ng06_005.",1,"awl","unknown","Gaming",-21.39999962,"Alternative"
"783","Ojibwa","Densmore,_Frances._1929._Chippewa_Customs._InBulletin,_xii,_209_,_plates._Washington:_U.S._Govt._print._off._https://ehrafworldcultures.yale.edu/document?id=ng06_005.",1,"awl","unknown","Mats",-21.39999962,"Thermoregulation"
"784","Ojibwa","Densmore,_Frances._1929._Chippewa_Customs._InBulletin,_xii,_209_,_plates._Washington:_U.S._Govt._print._off._https://ehrafworldcultures.yale.edu/document?id=ng06_005.",1,"awl","wood","Blankets ",-21.39999962,"Thermoregulation"
"785","Ojibwa","Densmore,_Frances._1929._Chippewa_Customs._InBulletin,_xii,_209_,_plates._Washington:_U.S._Govt._print._off._https://ehrafworldcultures.yale.edu/document?id=ng06_005.",1,"awl","wood","Clothing",-21.39999962,"Thermoregulation"
"786","Ojibwa","Densmore,_Frances._1929._Chippewa_Customs._InBulletin,_xii,_209_,_plates._Washington:_U.S._Govt._print._off._https://ehrafworldcultures.yale.edu/document?id=ng06_005.",1,"awl","unknown","Gaming",-21.39999962,"Alternative"
"787","Ojibwa","Densmore,_Frances._1929._Chippewa_Customs._InBulletin,_xii,_209_,_plates._Washington:_U.S._Govt._print._off._https://ehrafworldcultures.yale.edu/document?id=ng06_005.",1,"awl","unknown","Gaming",-21.39999962,"Alternative"
"788","Ojibwa","Hilger,_M._Inez_(Mary_Inez)._1951._Chippewa_Child_Life_and_Its_Cultural_Background._InBulletin,_xiv,_204._Washington:_U.S._Govt._Print._Off._https://ehrafworldcultures.yale.edu/document?id=ng06_015.",1,"awl","unknown","Gaming",-21.39999962,"Alternative"
"789","Ojibwa","Hilger,_M._Inez_(Mary_Inez)._1951._Chippewa_Child_Life_and_Its_Cultural_Background._InBulletin,_xiv,_204._Washington:_U.S._Govt._Print._Off._https://ehrafworldcultures.yale.edu/document?id=ng06_015.",1,"awl","unknown","Boat Covering",-21.39999962,"Alternative"
"790","Ojibwa","Hilger,_M._Inez_(Mary_Inez)._1951._Chippewa_Child_Life_and_Its_Cultural_Background._InBulletin,_xiv,_204._Washington:_U.S._Govt._Print._Off._https://ehrafworldcultures.yale.edu/document?id=ng06_015.",1,"awl","metal","Birch Bark Vessels",-21.39999962,"Alternative"
"791","Ojibwa","Hilger,_M._Inez_(Mary_Inez)._1951._Chippewa_Child_Life_and_Its_Cultural_Background._InBulletin,_xiv,_204._Washington:_U.S._Govt._Print._Off._https://ehrafworldcultures.yale.edu/document?id=ng06_015.",1,"awl","thorns","Birch Bark Vessels",-21.39999962,"Alternative"
"792","Ojibwa","Jenness,_Diamond._1935._The_Ojibwa_Indians_of_Parry_Island,_Their_Social_and_Religious_Life._InBulletin,_vi,_115._Ottawa:_National_Museum_of_Canada,_J._O._Patenaude,_printer._https://ehrafworldcultures.yale.edu/document?id=ng06_001.",1,"awl","unknown","Ceremony or Ritual",-21.39999962,"Alternative"
"793","Ojibwa","Jenness,_Diamond._1935._The_Ojibwa_Indians_of_Parry_Island,_Their_Social_and_Religious_Life._InBulletin,_vi,_115._Ottawa:_National_Museum_of_Canada,_J._O._Patenaude,_printer._https://ehrafworldcultures.yale.edu/document?id=ng06_001.",1,"awl","unknown","Gifts",-21.39999962,"Alternative"
"794","Ojibwa","Jenness,_Diamond._1935._The_Ojibwa_Indians_of_Parry_Island,_Their_Social_and_Religious_Life._InBulletin,_vi,_115._Ottawa:_National_Museum_of_Canada,_J._O._Patenaude,_printer._https://ehrafworldcultures.yale.edu/document?id=ng06_001.",1,"awl","unknown","Gaming",-21.39999962,"Alternative"
"795","Ojibwa","Barnouw,_Victor._1950._Acculturation_and_Personality_among_the_Wisconsin_Chippewa._InMemoir_Series_of_the_American_Anthropological_Association,_152._Menasha,_Wis.:_American_Anthropological_Association._https://ehrafworldcultures.yale.edu/document?id=ng06_006.",1,"awl","unknown","Gifts",-21.39999962,"Alternative"
"796","Ojibwa","Peers,_Laura_L._(Laura_Lynn)._1994._The_Ojibwa_of_Western_Canada,_1780_to_1870._InManitoba_Studies_in_Native_History,_xviii,_288._St._Paul:_Minnesota_Historical_Society_Press._https://ehrafworldcultures.yale.edu/document?id=ng06_036.",1,"awl","unknown","Gifts",-21.39999962,"Alternative"
"797","Ojibwa","Peers,_Laura_L._(Laura_Lynn)._1994._The_Ojibwa_of_Western_Canada,_1780_to_1870._InManitoba_Studies_in_Native_History,_xviii,_288._St._Paul:_Minnesota_Historical_Society_Press._https://ehrafworldcultures.yale.edu/document?id=ng06_036.",1,"awl","unknown","Trading",-21.39999962,"Alternative"
"798","Ojibwa","Skinner,_Alanson_Buck._1911._Notes_on_the_Eastern_Cree_and_Northern_Saulteaux._InAnthropological_Papers_of_the_American_Museum_of_Natural_History,_9:1_177_incomplete_._New_York:_The_Trustees._https://ehrafworldcultures.yale.edu/document?id=ng06_003.",1,"awl","unknown","Boat Covering",-21.39999962,"Alternative"
"799","Ojibwa","Skinner,_Alanson_Buck._1911._Notes_on_the_Eastern_Cree_and_Northern_Saulteaux._InAnthropological_Papers_of_the_American_Museum_of_Natural_History,_9:1_177_incomplete_._New_York:_The_Trustees._https://ehrafworldcultures.yale.edu/document?id=ng06_003.",1,"awl","unknown","Birch Bark Vessels",-21.39999962,"Alternative"
"800","Ojibwa","Tanner,_John,_and_Edwin_James._1830.A_Narrative_of_the_Captivity_and_Adventures_of_John_Tanner,_(U.S._Interpreter_at_the_Saut_de_Ste._Marie,):_During_Thirty_Years_Residence_among_the_Indians_in_the_Interior_of_North_America._New_York:_G._&_C._&_H._Carvill._https://ehrafworldcultures.yale.edu/document?id=ng06_040.",1,"awl","unknown","Shoes",-21.39999962,"Thermoregulation"
"801","Ojibwa","Skinner,_Alanson_Buck._1914._Political_and_Ceremonial_Organization_of_the_Plains_Ojibway._InAnthropological_Papers_of_the_American_Museum_of_Natural_History,_Vol._11:475_511._New_York:_The_Trustees._https://ehrafworldcultures.yale.edu/document?id=ng06_011.",1,"awl","unknown","Politics ",-21.39999962,"Alternative"
"802","Ojibwa","White,_Bruce_M._1987._A_Skilled_Game_of_Exchange:_Ojibway_Fur_Trade_Protocol.Minnesota_HistoryVol._50_(6):_229_40._https://ehrafworldcultures.yale.edu/document?id=ng06_044.",1,"awl","unknown","Trading",-21.39999962,"Alternative"
"803","Ojibwa","Bishop,_Charles_A._1974._The_Northern_Ojibwa_and_the_Fur_Trade:_An_Historical_and_Ecological_Study._InCultures_and_Communities,_a_Series_of_Monographs?:_Native_Peoples,_xx,_379._Toronto:_Holt,_Rinehart_and_Winston_of_Canada._https://ehrafworldcultures.yale.edu/document?id=ng06_054.",1,"awl","unknown","Trading",-21.39999962,"Alternative"
"804","Ojibwa","Hallowell,_A._Irving_(Alfred_Irving)._1955._Culture_and_Experience._InPublications,_4:xvi,_434._Philadelphia:_University_of_Pennsylvania._https://ehrafworldcultures.yale.edu/document?id=ng06_021.",1,"awl","unknown","Birch Bark Vessels",-21.39999962,"Alternative"
"805","Ojibwa","Hickerson,_Harold._1988.The_Chippewa_and_Their_Neighbors:_A_Study_in_Ethnohistory._Prospect_Heights,_Ill.:_Waveland_Press._https://ehrafworldcultures.yale.edu/document?id=ng06_029.",1,"awl","unknown","Trading",-21.39999962,"Alternative"
"807","Ojibwa","Brown,_Jennifer_S._H._2000._Culture_Summary:_Ojibwa._New_Haven,_Conn.:_HRAF._https://ehrafworldcultures.yale.edu/document?id=ng06_000.",1,"awl","unknown","Trading",-21.39999962,"Alternative"
"809","Ojibwa","Vecsey,_Christopher._1983._Traditional_Ojibwa_Religion_and_Its_Historical_Changes._InMemoirs,_152:x,_233._Philadelphia:_American_Philosophical_Society._https://ehrafworldcultures.yale.edu/document?id=ng06_041.",1,"awl","bone","Vision ",-21.39999962,"Alternative"
"810","Ojibwa","Vecsey,_Christopher._1983._Traditional_Ojibwa_Religion_and_Its_Historical_Changes._InMemoirs,_152:x,_233._Philadelphia:_American_Philosophical_Society._https://ehrafworldcultures.yale.edu/document?id=ng06_041.",1,"awl","bone","Ceremony or Ritual",-21.39999962,"Alternative"
"811","Slavey","Williamson,_Robert_G._1955._Slave_Indian_Legends.Anthropologica,_no._No._1:_119_43._https://ehrafworldcultures.yale.edu/document?id=nd14_006.",1,"awl","unknown","Fishing",-29.39999962,"Alternative"
"812","Slavey","Williamson,_Robert_G._1955._Slave_Indian_Legends.Anthropologica,_no._No._1:_119_43._https://ehrafworldcultures.yale.edu/document?id=nd14_006.",1,"awl","unknown","Shoes",-29.39999962,"Thermoregulation"
"814","Western Woods Cree","Smith,_G._E._2009._Culture_Summary:_Western_Woods_Cree._New_Haven,_Conn.:_HRAF._https://ehrafworldcultures.yale.edu/document?id=ng08_000.",1,"awl","unknown","Trading",-30.5,"Alternative"
"815","Cherokee","Mooney,_James._1982.Myths_of_the_Cherokee:_And_Sacred_Formulas_of_the_Cherokees._Nashville,_Tenn.:_C._Elder_Bookseller._https://ehrafworldcultures.yale.edu/document?id=nn08_021.",1,"awl","unknown","Mythology",-5.300000191,"Alternative"
"816","Cherokee","French,_Laurence,_Jim_Hornbuckle,_Karen_French_Owl,_Herbert_Wachacha,_Yvonne_Wachacha,_Richard_Crowe,_Amy_Walker,_Reuben_Teesatuskie,_Elsie_Martin,_and_Patricia_Panther._1981._The_Cherokee_Perspective:_Written_by_Eastern_Cherokees._Boone,_North_Carolina:_Appalachian_Consortium_Press._https://ehrafworldcultures.yale.edu/document?id=nn08_031.",1,"awl","unknown","Music",-5.300000191,"Alternative"
"817","Cherokee","Leftwich,_Rodney_L._1986.Arts_and_Crafts_of_the_Cherokee._Cherokee,_N.C.:_Cherokee_Publications._https://ehrafworldcultures.yale.edu/document?id=nn08_022.",1,"awl","unknown","Jewlery ",-5.300000191,"Alternative"
"818","Cherokee","Speck,_Frank_G._(Frank_Gouldsmith),_Leonard_Broom,_and_Will_West_Long._1983._Cherokee_Dance_and_Drama._InThe_Civilization_of_the_American_Indian_Series,_v._163:xxiv,_112._Norman:_University_of_Oklahoma_Press._https://ehrafworldcultures.yale.edu/document?id=nn08_002.",1,"awl","unknown","Music",-5.300000191,"Alternative"
"819","Creek","Swanton,_John_Reed._1928._Social_Organization_and_Social_Usages_of_the_Indians_of_the_Creek_Confederacy._InAnnual_Report,_23_472._Washington,_Dc:_U.S._Govt._Print._Off._https://ehrafworldcultures.yale.edu/document?id=nn11_001.",1,"awl","unknown","Gaming",0,"Alternative"
"822","Fox","Forsyth,_Thomas,_annotated_Translated_edited,_with_bibliography,_and_index_by_Emma_Helen_Blair._1911._An_Account_of_the_Manners_and_Customs_of_the_Sauk_and_Fox_Nations_of_Indians_Tradition._In_,_Vol._2:183_245._Cleveland,_Ohio:_Arthur_H._Clark_Company._https://ehrafworldcultures.yale.edu/document?id=np05_015.",1,"awl","unknown","Wampum belt",-9.5,"Alternative"
"823","Fox","Forsyth,_Thomas,_annotated_Translated_edited,_with_bibliography,_and_index_by_Emma_Helen_Blair._1911._An_Account_of_the_Manners_and_Customs_of_the_Sauk_and_Fox_Nations_of_Indians_Tradition._In_,_Vol._2:183_245._Cleveland,_Ohio:_Arthur_H._Clark_Company._https://ehrafworldcultures.yale.edu/document?id=np05_015.",1,"awl","unknown","Gaming",-9.5,"Alternative"
"824","Fox","Edmunds,_R._David_(Russell_David),_and_Joseph_L._Peyser._1993._The_Fox_Wars:_The_Mesquakie_Challenge_to_New_France._InThe_Civilization_of_the_American_Indian_Series,_v._211:xix,_282._Norman,_Okla.:_University_of_Oklahoma_Press._https://ehrafworldcultures.yale.edu/document?id=np05_090.",1,"awl","unknown","Trading",-9.5,"Alternative"
